--- SYSTEM REDIRECT ACTIVE: ALL SCANS WILL BE SAVED ---
--- IMAGE REDIRECT ACTIVE ---
--- INITIATING DEEP DRILL SCAN ---
Target: RA 17.761, DEC -29.008
Volume: 26000 to 26000.1 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
259331   | 19h13m20.3s +29d12m01s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 4.512, DEC 30.112
Volume: 185000 to 585000 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
185000   | 00h01m04.0s +28d06m50s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
193027   | 06h07m08.6s +29d18m19s | 1.19   | 0.9246 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
197040   | 06h54m14.6s +30d45m53s | 0.79   | 0.7654 | 0.296  | Collapse      | X-Ray / Gamma   | SINGULARITY
198378   | 07h14m02.1s +31d15m53s | 1.50   | 0.9645 | 0.354  | Stable        | V-Band (Green)  | MAGNESIUM
199716   | 09h19m20.4s +31d43m57s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
203729   | 09h38m31.9s +32d43m37s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
207742   | 11h21m07.5s +32d46m08s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
210418   | 12h30m40.6s +32d11m16s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
211756   | 15h11m12.6s +31d43m59s | 1.02   | 0.9999 | 0.225  | Forming       | K-Band (IR)     | PROTO-MATTER
217107   | 15h40m26.2s +29d16m01s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
222458   | 20h19m04.0s +27d04m18s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
223796   | 19h13m20.9s +26d46m16s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
225134   | 22h34m10.6s +26d36m40s | 1.70   | 0.9999 | 0.375  | High-Tension  | B/V (Violet)    | CALCIUM
229147   | 22h53m47.1s +27d03m11s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
231823   | 01h41m18.8s +28d04m35s | 1.32   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
233161   | 23h30m08.9s +28d45m31s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
238512   | 04h24m54.4s +31d56m20s | 2.93   | 0.9999 | 0.645  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
245201   | 06h53m21.9s +34d21m50s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
247876   | 09h52m10.9s +34d10m44s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
251890   | 09h20m26.5s +32d33m57s | 4.02   | 0.9999 | 0.885  | Fuel          | UV / Lyman      | HYDROGEN
253227   | 11h21m58.7s +31d44m40s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
258579   | 12h01m36.8s +27d57m12s | 0.70   | 0.9999 | 0.154  | Ghost         | Radio / CMB     | DARK MATTER
263930   | 18h02m58.1s +25d19m21s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
265268   | 15h09m37.6s +25d06m33s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
267943   | 17h14m12.6s +25d20m17s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
273294   | 23h14m35.3s +28d11m48s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
278645   | 23h01m11.1s +32d35m56s | 1.54   | 0.9999 | 0.340  | Stable        | V-Band (Green)  | MAGNESIUM
281321   | 22h59m23.8s +34d27m40s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
285334   | 03h29m45.0s +35d51m55s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
286672   | 04h41m42.5s +35d51m25s | 0.76   | 0.9999 | 0.166  | Ghost         | Radio / CMB     | DARK MATTER
288010   | 02h43m02.7s +35d35m41s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
292023   | 07h58m10.1s +33d24m42s | 0.83   | 0.9999 | 0.183  | Forming       | K-Band (IR)     | PROTO-MATTER
298712   | 12h07m06.4s +27d18m02s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
300050   | 09h01m26.9s +26d10m03s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
302726   | 12h47m04.1s +24d24m54s | 0.63   | 0.4398 | 0.717  | Collapse      | X-Ray / Gamma   | SINGULARITY
305401   | 15h41m25.6s +23d36m30s | 1.42   | 0.9932 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
309415   | 14h50m24.6s +24d29m45s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
318779   | 20h52m18.4s +33d14m40s | 1.64   | 0.9999 | 0.361  | High-Tension  | B/V (Violet)    | CALCIUM
322793   | 19h22m13.2s +36d28m07s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
329482   | 22h28m50.5s +36d22m23s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
332157   | 00h48m17.6s +34d16m16s | 1.66   | 0.9999 | 0.365  | High-Tension  | B/V (Violet)    | CALCIUM
333495   | 03h42m21.6s +32d53m52s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
338846   | 03h12m15.8s +26d39m44s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
341522   | 06h48m10.3s +24d03m13s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
345535   | 06h18m42.3s +22d06m31s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
354900   | 11h02m16.0s +28d41m34s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
356237   | 16h37m31.0s +30d26m22s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
357575   | 14h46m51.8s +32d11m34s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
358913   | 14h51m21.3s +33d52m32s | 1.55   | 0.9999 | 0.340  | Stable        | V-Band (Green)  | MAGNESIUM
360251   | 19h05m57.2s +35d24m46s | 0.78   | 0.9999 | 0.172  | Ghost         | Radio / CMB     | DARK MATTER
362926   | 20h59m46.4s +37d46m54s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
370953   | 18h52m13.7s +36d33m15s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
372291   | 00h47m35.7s +35d08m38s | 0.94   | 0.9999 | 0.206  | Forming       | K-Band (IR)     | PROTO-MATTER
373629   | 22h45m25.7s +33d29m49s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
385669   | 08h48m05.8s +20d36m36s | 0.96   | 0.9999 | 0.211  | Forming       | K-Band (IR)     | PROTO-MATTER
387007   | 02h42m09.1s +20d37m47s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
388344   | 08h57m46.2s +21d03m58s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
389682   | 06h43m52.0s +21d54m15s | 1.24   | 0.9742 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
396371   | 08h20m49.3s +30d26m42s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
399047   | 13h16m39.8s +34d29m31s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
401722   | 17h01m21.0s +37d51m23s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
404398   | 17h08m02.3s +39d56m11s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
407074   | 14h46m55.5s +40d20m36s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
408411   | 19h36m17.5s +39d52m28s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
409749   | 13h38m25.5s +38d58m22s | 3.12   | 0.6943 | 1.424  | Collapse      | X-Ray / Gamma   | SINGULARITY
412425   | 16h13m43.0s +36d01m48s | 3.25   | 0.9999 | 0.716  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
415100   | 21h21m09.9s +31d59m53s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
419114   | 18h21m52.9s +25d25m45s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
425803   | 21h28m25.6s +19d06m47s | 2.42   | 0.9763 | 0.560  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
431154   | 05h25m32.6s +21d59m12s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
432492   | 01h39m46.4s +23d44m46s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
439181   | 06h44m35.4s +35d05m38s | 1.12   | 0.9999 | 0.245  | Forming       | K-Band (IR)     | PROTO-MATTER
441856   | 05h18m27.5s +38d58m01s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
445870   | 12h16m12.0s +41d51m32s | 0.37   | 0.6949 | 0.166  | Collapse      | X-Ray / Gamma   | SINGULARITY
448545   | 09h33m10.9s +41d18m42s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
449883   | 17h40m55.8s +40d17m07s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
452559   | 17h39m24.4s +36d55m45s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
463261   | 21h33m55.7s +19d11m36s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
464599   | 17h26m40.8s +18d08m50s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
465936   | 01h54m03.6s +17d37m03s | 1.12   | 0.9999 | 0.246  | Forming       | K-Band (IR)     | PROTO-MATTER
467274   | 17h51m12.6s +17d37m52s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
475301   | 06h33m26.0s +27d43m25s | 1.43   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
479314   | 05h37m56.1s +35d40m52s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
486003   | 06h31m51.9s +43d21m13s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
490017   | 04h48m45.1s +41d36m20s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
491355   | 14h46m57.2s +39d56m42s | 1.47   | 0.7835 | 0.528  | Collapse      | X-Ray / Gamma   | SINGULARITY
492692   | 07h36m47.9s +37d50m28s | 1.27   | 0.9999 | 0.279  | Forming       | K-Band (IR)     | PROTO-MATTER
494030   | 12h32m35.0s +35d22m59s | 2.08   | 0.8906 | 0.576  | Collapse      | X-Ray / Gamma   | SINGULARITY
496706   | 09h13m57.0s +29d50m09s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
498043   | 18h20m13.1s +26d59m15s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
499381   | 09h30m35.5s +24d15m18s | 1.79   | 0.8070 | 0.605  | Collapse      | X-Ray / Gamma   | SINGULARITY
502057   | 14h29m25.7s +19d36m40s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
506070   | 12h38m55.0s +16d07m25s | 1.68   | 0.9999 | 0.369  | High-Tension  | B/V (Violet)    | CALCIUM
507408   | 23h00m30.2s +16d07m44s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
511421   | 21h45m34.3s +19d42m15s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
519448   | 22h40m55.7s +36d15m13s | 5.02   | 0.9999 | 1.105  | Fuel          | UV / Lyman      | HYDROGEN
522124   | 20h29m07.2s +41d09m22s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
524799   | 23h21m23.7s +44d12m21s | 1.22   | 0.8395 | 0.381  | Collapse      | X-Ray / Gamma   | SINGULARITY
526137   | 04h44m07.6s +44d50m48s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
527475   | 05h49m12.1s +44d50m48s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
532826   | 10h33m31.0s +38d45m59s | 4.17   | 0.9999 | 0.918  | Fuel          | UV / Lyman      | HYDROGEN
543528   | 13h52m42.3s +16d37m49s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
546204   | 18h59m11.4s +14d37m53s | 1.21   | 0.9999 | 0.266  | Forming       | K-Band (IR)     | PROTO-MATTER
548880   | 18h44m36.4s +15d17m51s | 1.31   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
550217   | 14h21m22.5s +16d37m21s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
554231   | 12h09m38.1s +23d50m54s | 1.20   | 0.8549 | 0.361  | Collapse      | X-Ray / Gamma   | SINGULARITY
559582   | 21h56m05.0s +36d48m40s | 1.17   | 0.9999 | 0.258  | Forming       | K-Band (IR)     | PROTO-MATTER
560920   | 16h49m36.6s +39d43m27s | 1.31   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
571622   | 07h55m00.5s +42d15m35s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
572960   | 22h57m37.6s +39d42m16s | 1.30   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
578311   | 11h24m58.8s +26d28m39s | 0.76   | 0.9999 | 0.167  | Ghost         | Radio / CMB     | DARK MATTER
580987   | 11h07m02.9s +20d05m12s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
585000   | 13h20m34.0s +13d54m02s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 23.812, DEC -24.652
Volume: 170000 to 620000 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
170000   | 13h48m20.0s -26d38m60s | 1.78   | 0.9999 | 0.391  | High-Tension  | B/V (Violet)    | CALCIUM
173010   | 14h49m01.9s -23d36m55s | 0.82   | 0.9999 | 0.179  | Ghost         | Radio / CMB     | DARK MATTER
174515   | 14h58m51.8s -22d30m10s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
179030   | 16h16m12.9s -26d56m18s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
182040   | 18h42m29.4s -23d48m38s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
183545   | 20h06m57.3s -22d14m44s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
185050   | 21h21m38.7s -22d57m41s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
188060   | 22h46m38.2s -27d09m32s | 1.42   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
189565   | 22h57m29.7s -26d35m35s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
191070   | 22h59m55.3s -24d06m58s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
192575   | 23h08m20.2s -22d03m60s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
195585   | 00h28m04.5s -24d59m42s | 0.73   | 0.9999 | 0.161  | Ghost         | Radio / CMB     | DARK MATTER
200100   | 04h42m11.7s -24d31m40s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
201605   | 05h54m20.8s -21d59m06s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
204615   | 07h00m07.7s -24d31m59s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
209130   | 07h06m48.3s -25d02m15s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
210635   | 07h41m05.8s -22d00m58s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
215151   | 11h49m21.9s -27d13m34s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
219666   | 15h00m44.9s -22d10m19s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
221171   | 15h08m03.5s -21d01m01s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
227191   | 15h50m38.7s -26d17m34s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
228696   | 17h07m01.6s -22d27m34s | 1.23   | 0.9386 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
230201   | 18h45m23.8s -20d38m53s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
231706   | 20h28m02.0s -22d39m44s | 0.62   | 0.9184 | 0.163  | Ghost         | Radio / CMB     | DARK MATTER
234716   | 22h52m46.4s -28d48m20s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
237726   | 23h10m17.2s -22d52m51s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
239231   | 22h54m02.6s -20d22m33s | 1.37   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
243746   | 00h05m18.0s -29d01m17s | 0.80   | 0.9999 | 0.176  | Ghost         | Radio / CMB     | DARK MATTER
245251   | 01h35m15.7s -27d43m31s | 1.65   | 0.9999 | 0.364  | High-Tension  | B/V (Violet)    | CALCIUM
255786   | 06h45m41.4s -24d06m23s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
260301   | 08h25m58.2s -24d49m09s | 1.15   | 0.9999 | 0.253  | Forming       | K-Band (IR)     | PROTO-MATTER
264816   | 13h49m42.2s -24d53m17s | 1.36   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
266321   | 15h02m09.3s -20d20m20s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
269331   | 15h26m09.9s -23d59m25s | 0.75   | 0.9999 | 0.165  | Ghost         | Radio / CMB     | DARK MATTER
272341   | 14h35m45.6s -29d44m34s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
275351   | 15h25m24.1s -20d38m04s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
282876   | 23h29m16.7s -26d41m41s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
284381   | 23h43m29.2s -21d05m43s | 1.32   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
285886   | 23h22m04.9s -18d49m25s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
287391   | 22h47m11.2s -22d07m32s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
290401   | 22h40m52.2s -30d39m46s | 2.21   | 0.9999 | 0.487  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
291906   | 23h43m02.7s -27d40m05s | 0.77   | 0.9999 | 0.170  | Ghost         | Radio / CMB     | DARK MATTER
297926   | 07h06m38.4s -27d12m44s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
299431   | 07h50m25.0s -30d54m50s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
302441   | 07h12m14.5s -22d30m05s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
303946   | 06h32m54.4s -18d19m36s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
305452   | 06h17m39.5s -20d10m22s | 1.81   | 0.9999 | 0.399  | High-Tension  | B/V (Violet)    | CALCIUM
308462   | 08h07m51.8s -30d59m47s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
309967   | 10h07m49.7s -29d36m11s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
320502   | 14h17m48.0s -24d28m27s | 0.81   | 0.9086 | 0.215  | Forming       | K-Band (IR)     | PROTO-MATTER
323512   | 15h00m30.5s -18d23m35s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
325017   | 16h40m15.2s -24d15m60s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
334047   | 23h32m52.5s -23d04m48s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
335552   | 22h39m21.9s -30d05m27s | 5.70   | 0.9999 | 1.255  | Fuel          | UV / Lyman      | HYDROGEN
350602   | 07h16m23.6s -16d38m02s | 1.64   | 0.9999 | 0.362  | High-Tension  | B/V (Violet)    | CALCIUM
358127   | 10h07m10.3s -21d19m56s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
359632   | 12h40m16.4s -16d24m32s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
361137   | 14h53m17.7s -19d20m35s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
365652   | 15h59m34.2s -30d33m37s | 1.19   | 0.9999 | 0.262  | Forming       | K-Band (IR)     | PROTO-MATTER
367157   | 14h55m06.0s -22d29m31s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
376187   | 21h36m34.8s -23d47m51s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
377692   | 23h39m18.1s -16d37m52s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
380702   | 00h37m32.6s -24d48m29s | 1.22   | 0.9999 | 0.270  | Forming       | K-Band (IR)     | PROTO-MATTER
385217   | 21h40m55.4s -25d13m08s | 1.03   | 0.8287 | 0.329  | Collapse      | X-Ray / Gamma   | SINGULARITY
389732   | 01h14m03.5s -23d20m31s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
395753   | 08h58m42.7s -17d48m52s | 2.47   | 0.9999 | 0.543  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
397258   | 08h30m30.4s -15d22m34s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
400268   | 06h04m43.8s -31d02m36s | 0.61   | 0.7734 | 0.223  | Collapse      | X-Ray / Gamma   | SINGULARITY
401773   | 05h26m49.0s -34d14m06s | 0.71   | 0.9809 | 0.163  | Ghost         | Radio / CMB     | DARK MATTER
404783   | 07h33m47.6s -18d45m53s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
406288   | 10h07m31.5s -14d49m04s | 1.38   | 0.9983 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
410803   | 16h53m12.8s -34d40m40s | 0.91   | 0.9999 | 0.199  | Forming       | K-Band (IR)     | PROTO-MATTER
412308   | 17h06m05.0s -29d48m15s | 1.09   | 0.8824 | 0.309  | Collapse      | X-Ray / Gamma   | SINGULARITY
419833   | 14h11m52.1s -34d52m17s | 0.75   | 0.8443 | 0.232  | Collapse      | X-Ray / Gamma   | SINGULARITY
425853   | 00h14m44.9s -17d17m31s | 0.97   | 0.9999 | 0.213  | Forming       | K-Band (IR)     | PROTO-MATTER
431873   | 22h20m51.0s -22d51m45s | 1.75   | 0.8596 | 0.521  | Collapse      | X-Ray / Gamma   | SINGULARITY
433378   | 21h17m36.4s -14d39m05s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
434883   | 21h18m41.7s -15d57m20s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
440903   | 07h01m56.8s -24d32m59s | 3.05   | 0.9999 | 0.672  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
452943   | 07h17m51.9s -13d48m27s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
455953   | 13h19m00.0s -32d51m55s | 1.60   | 0.9999 | 0.352  | Stable        | V-Band (Green)  | MAGNESIUM
